Dr. Naresh Vadlamani,Psychiatrist,27 years,₹800,Hyderabad
Dr. Srivarshini,Psychiatrist,25 years,₹600,Hyderabad
Dr. Sravan Vangala Reddy,Psychiatrist,12 years,₹600,Hyderabad
Dr. Raghuveer Raju Boosa,Psychiatrist,11 years,₹800,Hyderabad
Dr. (COL) RAMADUGU SHASHIKUMAR,Psychiatrist,22 years,₹700,Hyderabad
Dr. Manchala Hrishikesh Giri Prasad,Psychiatrist,14 years,₹550,Hyderabad
Dr. Lokesh Kumar Kalasapati,Psychiatrist,11 years,₹600,Hyderabad
Dr. Challa Venkata Suresh,Psychiatrist,20 years,₹800,Hyderabad
Dr. Siva Anoop Yella,Psychiatrist,4 years,₹900,Hyderabad
Dr. Krishna Kodakandla,Psychiatrist,14 years,₹700,Hyderabad
Dr. Charan Teja Koganti,Psychiatrist,8 years,₹1000,Hyderabad
Dr. Padma Palvai,Psychiatrist,23 years,₹2000,Hyderabad
Dr. Praveen Kumar Chintapanti,Psychiatrist,25 years,₹500,Hyderabad
Dr. Ravinder Edam,Psychiatrist,17 years,₹500,Hyderabad
Dr. G Prasad Rao,Psychiatrist,41 years,₹700,Hyderabad
Dr. Swetha Gullapalli,Psychiatrist,9 years,₹500,Hyderabad
Dr. Farheen Sultana,Psychiatrist,7 years,₹600,Hyderabad
Dr. K Chaitanya Laxmi Reddy,Psychiatrist,7 years,₹500,Hyderabad
Dr. Kartik Valipay,Psychiatrist,8 years,₹400,Hyderabad
Dr. Shekar Reddy,Psychiatrist,26 years,₹700,Hyderabad
Dr. BSM Lakshmi,Psychiatrist,33 years,₹500,Hyderabad
Dr. Naveen Nadipelli,Psychiatrist,10 years,₹800,Hyderabad
Dr. Zia Nadeem,Psychiatrist,32 years,₹700,Hyderabad
Dr. Rajni Gupta,Psychiatrist,24 years,₹700,Hyderabad
Dr. P Raghuram Reddy,Psychiatrist,57 years,₹500,Hyderabad
Dr. Sivaprasad K,Psychiatrist,23 years,₹500,Hyderabad
Dr. B Sai Kumar,Psychiatrist,7 years,₹1600,Hyderabad
Dr. Purnima Nagaraja,Psychiatrist,28 years,₹600,Hyderabad
Dr. Ashok Reddy K.,Psychiatrist,28 years,₹600,Hyderabad
Dr. Mazher Ali,Psychiatrist,22 years,₹650,Hyderabad
Dr. Prashanth Peethala,Psychiatrist,12 years,₹500,Hyderabad
Dr. Raghuveer Reddy,Psychiatrist,11 years,₹1000,Hyderabad
Dr. Ashok K. Alimchandani,Psychiatrist,32 years,₹600,Hyderabad
Dr. Priya R Nair,Psychiatrist,4 years,₹400,Hyderabad
Dr. G. Pavan Kumar,Psychiatrist,11 years,₹1000,Hyderabad
Dr. Harini Atturu,Psychiatrist,16 years,₹1500,Hyderabad
Dr. Eshwar Reddy Ravula,Psychiatrist,12 years,₹500,Hyderabad
Dr. Amala Emani,Psychiatrist,9 years,₹500,Hyderabad
Dr. C H Siva Kumar,Psychiatrist,14 years,₹500,Hyderabad
Dr. Nagalakshmi Gogikar,Psychiatrist,14 years,₹800,Hyderabad
Dr. Boppana Sridhar,Psychiatrist,5 years,₹300,Hyderabad
Dr. M. Saradhi Goud,Psychiatrist,13 years,₹800,Hyderabad
Dr. Namratha H,Psychiatrist,9 years,₹550,Hyderabad
Dr. Mayurnath Reddy,Psychiatrist,19 years,₹300,Hyderabad
Dr. Veerabhadram,Psychiatrist,7 years,₹500,Hyderabad
Dr. Jyoti Priya,Psychiatrist,8 years,₹1000,Hyderabad
Dr. Nandini Bandikatla,Psychiatrist,21 years,₹500,Hyderabad
Dr. Phanikanth Kondaparthi,Psychiatrist,7 years,₹500,Hyderabad
Dr. Korem Anusha,Psychiatrist,10 years,₹500,Hyderabad
Dr. V Chandra Chud,Psychiatrist,9 years,₹300,Hyderabad
Mr. G P Prasad,Psychiatrist,10 years,₹600,Hyderabad
Dr. Preethi Swaroop,Psychiatrist,20 years,₹200,Hyderabad
Dr. G Surekha,Psychiatrist,6 years,₹600,Hyderabad
Dr. Madhuri,Psychiatrist,14 years,₹600,Hyderabad
Dr. MuchiPalli Sai Prashanthi,Psychiatrist,6 years,₹500,Hyderabad
Dr. Surekha G,Psychiatrist,14 years,₹500,Hyderabad
Dr. Praveen Reddy,Psychiatrist,7 years,₹500,Hyderabad
Dr. Ajit Mogalgiddi,Psychiatrist,11 years,₹500,Hyderabad
Dr. Touseef,Psychiatrist, ,₹500,Hyderabad
Dr. N .Naga Rajitha,Psychiatrist,7 years,₹750,Hyderabad
Dr. Snigdha Reddy,Psychiatrist,9 years,,Hyderabad
Mr. B. Lakshman Sharma,Psychologist,21 years,₹500,Hyderabad
Mr. Goggi Srikanth,Psychologist,14 years,₹2000,Hyderabad
Dr. Chetan Raj,Psychologist,10 years,Free Consultation,Hyderabad
Dr. Johnsey Thomas (PhD) (PhD),Psychologist,19 years,₹2100,Hyderabad
Mr. Karthik Madugula,Psychologist,4 years,₹2000,Hyderabad
Dr. Jagadeesh Babu,Psychologist,16 years,₹500,Hyderabad
Ms. Abhilasha Agarwal,Psychologist,7 years,₹1000,Hyderabad
Dr. Krantikar PhD (PhD),Psychologist,8 years,₹1000,Hyderabad
Mr. Riju Raj Roy,Psychologist,10 years,₹1500,Hyderabad
Dr. Shashank,Psychologist,11 years,₹400,Hyderabad
Ms. Saakshi Agarwal,Psychologist,5 years,₹1500,Hyderabad
Dr. Deshineni Venkateshwar Rao,PhD (PhD),Psychologist,18 years,₹1500,Hyderabad
Ms. Medha Gupta,Psychologist,8 years,₹1500,Hyderabad
Ms. Nandi Rachel,Psychologist,5 years,₹700,Hyderabad
Mr. Srikanth Majjiga,Psychologist,5 years,₹2000,Hyderabad
Ms. Richa Khetawat,Psychologist,15 years,₹2100,Hyderabad
Ms. Sailaja Pisapati,Psychologist,8 years,₹2000,Hyderabad
Ms. Sadaf Rais,Psychologist,5 years,₹700,Hyderabad
Ms. Archana Nanduri,Psychologist,9 years,₹700,Hyderabad
Dr. P. Madhurima Reddy (PhD),Psychologist,11 years,₹1500,Hyderabad
Ms. Priyanka Naveen,Psychologist,2 years,₹1000,Hyderabad
Dr. Vidhya Sagar K (PhD),Psychologist,9 years,₹1500,Hyderabad
Dr. Guru Prasanna Lakshmi (PhD),Psychologist,9 years,₹1800,Hyderabad
Ms. Alankritha,Psychologist,6 years,₹1000,Hyderabad
Ms. Sri Snigdha Dittakavi,Psychologist,12 years,₹1500,Hyderabad
Ms. Anwesha Bhattacharya,Psychologist,2 years,₹800,Hyderabad
Ms. BVNS Anusha,Psychologist,2 years,Free Consultation,Hyderabad
Mr. Rahul Luther,Psychologist,21 years,₹1500,Hyderabad
Ms. Sandhya Luther,Psychologist,10 years,₹1000,Hyderabad
Ms. Rajeshwari Luther,Psychologist,1 year,₹1200,Hyderabad
Ms. Ankita Paul,Psychologist,5 years,₹1000,Hyderabad
Ms. Aruna D,Psychologist,6 years,₹1500,Hyderabad
Ms. Saher Ali,Psychologist,18 years,₹2400,Hyderabad
Ms. Tanushree Atul Oza,Psychologist,4 years,₹1500,Hyderabad
Ms. Akansha Kabra,Psychologist,1 year,₹1000,Hyderabad
Ms. Trishi Agarwal,Psychologist,4 years,₹1000,Hyderabad
Dr. Navodita Kumar,Psychologist,8 years,₹1500,Hyderabad
Dr. Shweta Jha (PhD),Psychologist,8 years,₹1500,Hyderabad
Mr. Shoban Kumar Pakalapati,Psychologist,4 years,Free Consultation,Hyderabad
Ms. Palak Delouri,Psychologist,4 years,₹1000,Hyderabad
Ms. Sanchali Ghosh Dastidar,Psychologist,4 years,₹1200,Hyderabad
Ms. Tanvi Pinnamneni,Psychologist,7 years,₹599,Hyderabad
Ms. Indhukuri Pravalika,Psychologist,4 years,Free Consultation,Hyderabad
Ms. Prachee Mishra,Psychologist,16 years,₹750,Hyderabad
Ms. Sharada Jayaram,Psychologist,42 years,₹1750,Hyderabad
Mr. Durgaprasad Chitturi,Psychologist,4 years,Free Consultation,Hyderabad
Ms. Aishwarya Krishna Priya,Psychologist,6 years,₹3500,Hyderabad
Ms. Pooja Naik,Psychologist,10 years,₹599,Hyderabad
Ms. Pooja Agarwal,Psychologist,4 years,₹1000,Hyderabad
Mr. Ketan Balaji Kotalwar,Psychologist,6 years,₹599,Hyderabad
Dr. Bindu Menon,Psychologist,19 years,₹1000,Hyderabad
Dr. Namita Singh (PhD),Psychologist,30 years,₹1700,Hyderabad
Dr. Sharmila Majumdar (PhD),Psychologist,15 years,₹5500,Hyderabad
Ms. Ritika Matta,Psychologist,3 years,₹700,Hyderabad
Dr. B.Sangeeta,Psychologist,10 years,₹750,Hyderabad
Dr. S. V. Prasad,Psychologist,23 years,₹1000,Hyderabad
Dr. Praveen Kumar Chintapanti,Psychologist,25 years,₹2000,Hyderabad
Dr. G. Sushmitha Reddy,Psychologist,19 years,₹450,Hyderabad
Dr. Puli Vanaja Reddy,Psychologist,17 years,₹1000,Hyderabad
Mr. M R S Raju,Psychologist,19 years,₹1500,Hyderabad
Mr. Baijesh Ramesh,Psychologist,8 years,₹500,Hyderabad
Ms. Pushpa Ragaveni Buddana,Psychologist,14 years,₹1000,Hyderabad
Ms. Pooja Agarwal,Psychologist,4 years,₹700,Hyderabad
Ms. Ashraf Unnisa,Psychologist,6 years,₹700,Hyderabad
Dr. Kriti Vyas (PhD),Psychologist,12 years,₹500,Hyderabad
Ms. G. Charulatha,Psychologist,24 years,₹1500,Hyderabad
Ms. Samyuktha Annamraju,Psychologist,4 years,₹1500,Hyderabad
Dr. Mahima Sukhwal (PhD),Psychologist,8 years,₹2000,Hyderabad
Ms. Shobha Bantula,Psychologist,7 years,₹3000,Hyderabad
Dr. Diana Monteiro (PhD),Psychologist,19 years,₹2500,Hyderabad
Dr. Prachi Chaturvedi (PhD),Psychologist,14 years,Free Consultation,Hyderabad
Ms. Sheila Addanki,Psychologist,6 years,₹1000,Hyderabad
Mr. Baijesh A R,Psychologist,10 years,₹1200,Hyderabad
Ms. Geeta Magesh,Psychologist,2 years,₹1250,Hyderabad
Ms. Meenakshi Moorjani Kasturi,Psychologist,7 years,₹1000,Hyderabad
Mr. Dasari Uday Kumar,Psychologist,10 years,₹1000,Hyderabad
Ms. Sneha Khelani,Psychologist,4 years,₹2360,Hyderabad
Ms. Aarathi Selvan,Psychologist,8 years,₹1000,Hyderabad
Dr. Arun Kumar (PhD) (PhD),Psychologist,3 years,₹1500,Hyderabad
Ms. Deepthi Angampally,Psychologist,9 years,₹1000,Hyderabad
Mr. Prem Kumar,Psychologist,2 years,₹2000,Hyderabad
Ms. Tanusree Mustafi,Psychologist,16 years,₹1290,Hyderabad
Ms. Lenni George,Psychologist,5 years,₹1200,Hyderabad
Ms. Sushma Panyam,Psychologist,10 years,₹1500,Hyderabad
Ms. Rekha Thyagarajan,Psychologist,8 years,₹1000,Hyderabad
Ms. Sakshi Somani,Psychologist,6 years,₹2000,Hyderabad
Ms. Krishma Jain,Psychologist,9 years,₹500,Hyderabad
Ms. Praveena,Psychologist,14 years,₹1200,Hyderabad
Dr. Saumya Goyal (PhD),Psychologist,10 years,₹800,Hyderabad
Ms. Varsha Vemula,Psychologist,2 years,₹800,Hyderabad
Ms. Pooja Gupta,Psychologist,2 years,₹3800,Hyderabad
Dr. Varudhini Kankipati (PhD),Psychologist,20 years,₹1000,Hyderabad
Ms. Ruhi Sameena,Psychologist,5 years,₹800,Hyderabad
Ms. Nida Mir,Psychologist,2 years,₹900,Hyderabad
Ms. Sridevi Mannava,Psychologist,4 years,₹1300,Hyderabad
Ms. Madhuri Sampat,Psychologist,4 years,₹1750,Hyderabad
Dr. Justina Wilma Fernandes (PhD),Psychologist,12 years,₹1000,Hyderabad
Ms. swetha turlapati,Psychologist,2 years,₹1000,Hyderabad
Ms. Betty Priyadarshini,Psychologist,3 years,₹1000,Hyderabad
Ms. B Anupriya,Psychologist,10 years,₹800,Hyderabad
Ms. Estelle Franklin,Psychologist,2 years,₹1200,Hyderabad
Ms. Santhoshini Datla,Psychologist,9 years,₹1000,Hyderabad
Ms. Shaila Rao,Psychologist,7 years,₹700,Hyderabad
Ms. Keturah Queenie,Psychologist,6 years,₹1500,Hyderabad
Mr. Nanda Kishore Reddy,Psychologist,15 years,₹1290,Hyderabad
Ms. Sumbul Alladin,Psychologist,12 years,₹1290,Hyderabad
Ms. Priya Pathak,Psychologist,11 years,₹1000,Hyderabad
Ms. Priyankka Prasad,Psychologist,6 years,₹1290,Hyderabad
Ms. Neha Jain,Psychologist,4 years,₹1290,Hyderabad
Ms. Shravya Vankamamidi,Psychologist,5 years,₹1000,Hyderabad
Dr. Sucharita (PhD),Psychologist,10 years,₹1000,Hyderabad
Mr. T. BHAVANI PRASAD.,,9 years,₹2000,Hyderabad
Mr. Srihari Rao B,,6 years,,Hyderabad
Mr. Goggi Srikanth,Clinical Psychologist,14 years,₹2000,Hyderabad
Dr. Johnsey Thomas (PhD) (PhD),Clinical Psychologist,19 years,₹2100,Hyderabad
Ms. Abhilasha Agarwal,Clinical Psychologist,7 years,₹1000,Hyderabad
Mr. Riju Raj Roy,Clinical Psychologist,10 years,₹1500,Hyderabad
Ms. Medha Gupta,Clinical Psychologist,8 years,₹1500,Hyderabad
Ms. Nandi Rachel,Clinical Psychologist,5 years,₹700,Hyderabad
Ms. Sailaja Pisapati,Clinical Psychologist,8 years,₹2000,Hyderabad
Ms. Sadaf Rais,Clinical Psychologist,5 years,₹700,Hyderabad
Dr. Vidhya Sagar K (PhD),Clinical Psychologist,9 years,₹1500,Hyderabad
Dr. Guru Prasanna Lakshmi (PhD),Clinical Psychologist,9 years,₹1800,Hyderabad
Ms. Alankritha,Clinical Psychologist,6 years,₹1000,Hyderabad
Ms. Sri Snigdha Dittakavi,Clinical Psychologist,12 years,₹1500,Hyderabad
Ms. Ankita Paul,Clinical Psychologist,5 years,₹1000,Hyderabad
Dr. Navodita Kumar,Clinical Psychologist,8 years,₹1500,Hyderabad
Dr. Shweta Jha (PhD),Clinical Psychologist,8 years,₹1500,Hyderabad
Ms. Tanvi Pinnamneni,Clinical Psychologist,7 years,₹599,Hyderabad
Dr. Sharmila Majumdar (PhD),Clinical Psychologist,15 years,₹5500,Hyderabad
Dr. Praveen Kumar Chintapanti,Clinical Psychologist,25 years,₹2000,Hyderabad
Dr. Puli Vanaja Reddy,Clinical Psychologist,17 years,₹1000,Hyderabad
Mr. Baijesh Ramesh,Clinical Psychologist,8 years,₹1500,Hyderabad
Ms. Pushpa Ragaveni Buddana,Clinical Psychologist,14 years,₹500,Hyderabad
Dr. Mahima Sukhwal (PhD),Clinical Psychologist,8 years,₹1500,Hyderabad
Ms. Shobha Bantula,Clinical Psychologist,7 years,₹2000,Hyderabad
Dr. Prachi Chaturvedi (PhD),Clinical Psychologist,14 years,₹2500,Hyderabad
Mr. Baijesh A R,Clinical Psychologist,10 years,₹1000,Hyderabad
Ms. Geeta Magesh,Clinical Psychologist,2 years,₹1200,Hyderabad
Ms. Meenakshi Moorjani Kasturi,Clinical Psychologist,7 years,₹1250,Hyderabad
Ms. Aarathi Selvan,Clinical Psychologist,8 years,₹2360,Hyderabad
Dr. Arun Kumar (PhD) (PhD),Clinical Psychologist,3 years,₹1000,Hyderabad
Ms. Deepthi Angampally,Clinical Psychologist,9 years,₹1500,Hyderabad
Ms. Sushma Panyam,Clinical Psychologist,10 years,₹1200,Hyderabad
Ms. Rekha Thyagarajan,Clinical Psychologist,8 years,₹1500,Hyderabad
Ms. Betty Priyadarshini,Clinical Psychologist,3 years,₹1000,Hyderabad
Ms. B Anupriya,Clinical Psychologist,10 years,₹1000,Hyderabad
Mr. B. Lakshman Sharma,Counselling Psychologist,21 years,₹500,Hyderabad
Dr. Chetan Raj,Counselling Psychologist,10 years,Free Consultation,Hyderabad
Mr. Karthik Madugula,Counselling Psychologist,4 years,₹2000,Hyderabad
Dr. Krantikar PhD (PhD),Counselling Psychologist,8 years,₹1000,Hyderabad
Dr. Shashank,Counselling Psychologist,11 years,₹400,Hyderabad
Ms. Saakshi Agarwal,Counselling Psychologist,5 years,₹1500,Hyderabad
Mr. Srikanth Majjiga,Counselling Psychologist,5 years,₹2000,Hyderabad
Ms. Richa Khetawat,Counselling Psychologist,15 years,₹2100,Hyderabad
Ms. Sailaja Pisapati,Counselling Psychologist,8 years,₹2000,Hyderabad
Ms. Sadaf Rais,Counselling Psychologist,5 years,₹700,Hyderabad
Ms. Archana Nanduri,Counselling Psychologist,9 years,₹700,Hyderabad
Ms. Priyanka Naveen,Counselling Psychologist,2 years,₹1000,Hyderabad
Ms. Anwesha Bhattacharya,Counselling Psychologist,2 years,₹800,Hyderabad
Mr. Rahul Luther,Counselling Psychologist,21 years,₹1500,Hyderabad
Ms. Rajeshwari Luther,Counselling Psychologist,1 year,₹1200,Hyderabad
Ms. Saher Ali,Counselling Psychologist,18 years,₹2400,Hyderabad
Ms. Tanushree Atul Oza,Counselling Psychologist,4 years,₹1500,Hyderabad
Ms. Akansha Kabra,Counselling Psychologist,1 year,₹1000,Hyderabad
Ms. Trishi Agarwal,Counselling Psychologist,4 years,₹1000,Hyderabad
Ms. Palak Delouri,Counselling Psychologist,4 years,₹1000,Hyderabad
Ms. Sanchali Ghosh Dastidar,Counselling Psychologist,4 years,₹1200,Hyderabad
Ms. Tanvi Pinnamneni,Counselling Psychologist,7 years,₹599,Hyderabad
Ms. Prachee Mishra,Counselling Psychologist,16 years,₹750,Hyderabad
Ms. Sharada Jayaram,Counselling Psychologist,42 years,₹1750,Hyderabad
Ms. Aishwarya Krishna Priya,Counselling Psychologist,6 years,₹3500,Hyderabad
Ms. Ritika Matta,Counselling Psychologist,3 years,₹700,Hyderabad
Dr. B.Sangeeta,Counselling Psychologist,10 years,₹750,Hyderabad
Dr. S. V. Prasad,Counselling Psychologist,23 years,₹1000,Hyderabad
Ms. Pushpa Ragaveni Buddana,Counselling Psychologist,14 years,₹500,Hyderabad
Ms. Pooja Agarwal,Counselling Psychologist,4 years,₹1000,Hyderabad
Ms. Ashraf Unnisa,Counselling Psychologist,6 years,₹700,Hyderabad
Dr. Kriti Vyas (PhD),Counselling Psychologist,12 years,₹700,Hyderabad
Ms. G. Charulatha,Counselling Psychologist,24 years,₹500,Hyderabad
Ms. Samyuktha Annamraju,Counselling Psychologist,4 years,₹1500,Hyderabad
Dr. Diana Monteiro (PhD),Counselling Psychologist,19 years,₹3000,Hyderabad
Ms. Sneha Khelani,Counselling Psychologist,4 years,₹1000,Hyderabad
Mr. Prem Kumar,Counselling Psychologist,2 years,₹1000,Hyderabad
Ms. Lenni George,Counselling Psychologist,5 years,₹1290,Hyderabad
Ms. Sakshi Somani,Counselling Psychologist,6 years,₹1000,Hyderabad
Ms. Krishma Jain,Counselling Psychologist,9 years,₹2000,Hyderabad
Dr. Saumya Goyal (PhD),Counselling Psychologist,10 years,₹1200,Hyderabad
Ms. Pooja Gupta,Counselling Psychologist,2 years,₹800,Hyderabad
Ms. Ruhi Sameena,Counselling Psychologist,5 years,₹1000,Hyderabad
Ms. Nida Mir,Counselling Psychologist,2 years,₹800,Hyderabad
Ms. Sridevi Mannava,Counselling Psychologist,4 years,₹900,Hyderabad
Ms. Madhuri Sampat,Counselling Psychologist,4 years,₹1300,Hyderabad
Ms. swetha turlapati,Counselling Psychologist,2 years,₹1000,Hyderabad
Ms. B Anupriya,Counselling Psychologist,10 years,₹1000,Hyderabad
Ms. Estelle Franklin,Counselling Psychologist,2 years,₹800,Hyderabad
Ms. Shaila Rao,Counselling Psychologist,7 years,₹1000,Hyderabad
Mr. Nanda Kishore Reddy,Counselling Psychologist,15 years,₹1500,Hyderabad
Ms. Priyankka Prasad,Counselling Psychologist,6 years,₹1000,Hyderabad
Ms. Shravya Vankamamidi,Counselling Psychologist,5 years,₹1290,Hyderabad
Dr. Sucharita (PhD),Counselling Psychologist,10 years,₹1000,Hyderabad
Mr. T. BHAVANI PRASAD.,Counselling Psychologist,9 years,₹1000,Hyderabad
Dr. Bandari Srikanth,Psychotherapist,9 years,₹750,Hyderabad
Dr. Asfiya Kulsum,Psychotherapist,5 years,₹600,Hyderabad
Dr. Krishnamurthy Kavirayani,Psychotherapist,52 years,₹2100,Hyderabad
Mr. Srikanth Majjiga,Psychotherapist,5 years,₹2000,Hyderabad
Dr. Tangella Ravikanth,Psychotherapist,6 years,₹1200,Hyderabad
Dr. Naresh Vadlamani,Psychotherapist,27 years,₹500,Hyderabad
Dr. Raghuveer Raju Boosa,Psychotherapist,11 years,₹600,Hyderabad
Dr. Siva Anoop Yella,Psychotherapist,4 years,₹800,Hyderabad
Dr. Swetha Gullapalli,Psychotherapist,9 years,₹700,Hyderabad
Dr. Kartik Valipay,Psychotherapist,8 years,₹500,Hyderabad
Dr. Md Osman Ali,Psychotherapist,10 years,₹400,Hyderabad
Dr. Priya R Nair,Psychotherapist,4 years,₹600,Hyderabad
Ms. Krishma Jain,Psychotherapist,9 years,₹2000,Hyderabad
Ms. Praveena,Psychotherapist,14 years,₹500,Hyderabad
Dr. Rajkumar Bommidi,Psychotherapist,5 years,₹500,Hyderabad
Dr. Gopal Bhatia,Psychiatrist,18 years,₹800,Ahmedabad
Dr. Vidhi Modi,Psychiatrist,6 years,₹600,Ahmedabad
Dr. Ravi Soni,Psychiatrist,12 years,₹1500,Ahmedabad
Dr. Vishal P Gor,Psychiatrist,5 years,₹600,Ahmedabad
Dr. Harsh Oza,Psychiatrist,8 years,₹800,Ahmedabad
Dr. Priyal Desai,Psychiatrist,6 years,₹800,Ahmedabad
Dr. Parth Goyal,Psychiatrist,9 years,₹800,Ahmedabad
Dr. Sarthak Dave,Psychiatrist,10 years,₹800,Ahmedabad
Dr. Nilay Patel,Psychiatrist,8 years,₹600,Ahmedabad
Dr. Sweta Parikh,Psychiatrist,6 years,₹1000,Ahmedabad
Dr. Dharmesh V Patel,Psychiatrist,23 years,₹1000,Ahmedabad
Dr. Urvika Parekh,Psychiatrist,6 years,₹600,Ahmedabad
Dr. Pranav Shelat,Psychiatrist,22 years,₹500,Ahmedabad
Dr. Ankit Panchmatia,Psychiatrist,5 years,₹800,Ahmedabad
Dr. Spandan Thaker,Psychiatrist,9 years,₹800,Ahmedabad
Dr. Keyur Panchal,Psychiatrist,13 years,₹1100,Ahmedabad
Dr. Adish Doshi,Psychiatrist,13 years,₹800,Ahmedabad
Dr. Dhruv Thakkar,Psychiatrist,7 years,₹600,Ahmedabad
Dr. Mrigesh Vaishnav,Psychiatrist,38 years,₹1000,Ahmedabad
Dr. Alpesh J,Psychiatrist,14 years,₹400,Ahmedabad
Dr. Nehal Shah,Psychiatrist,18 years,₹1000,Ahmedabad
Dr. Pradip Vaghasiya,Psychiatrist,23 years,₹1000,Ahmedabad
Dr. Tejas Patel,Psychiatrist,8 years,₹500,Ahmedabad
Dr. Parth Vaishnav,Psychiatrist,9 years,₹1000,Ahmedabad
Dr. Ankita Shah,Psychiatrist,9 years,₹600,Ahmedabad
Dr. Ramashankar Yadav,Psychiatrist,9 years,₹400,Ahmedabad
Dr. Harshil C,Psychiatrist,11 years,₹700,Ahmedabad
Dr. Varsha Deshpande,Psychologist,24 years,₹500,Ahmedabad
Ms. Reena Sharma,Psychologist,10 years,₹2000,Ahmedabad
Mr. AJAY PANCHAL,Psychologist,9 years,₹1000,Ahmedabad
Ms. Nupur Gupta,Psychologist,6 years,₹1000,Ahmedabad
Ms. Kirti Jajodia Agarwal,Psychologist,13 years,₹1250,Ahmedabad
Dr. Dipti Joshi (PhD),Psychologist,21 years,₹2500,Ahmedabad
Dr. Tarun Monga (PhD) (PhD),Psychologist,10 years,₹1000,Ahmedabad
Ms. Purnima Gupta,Psychologist,17 years,₹2000,Ahmedabad
Ms. Ankita Gupta,Psychologist,3 years,₹400,Ahmedabad
Ms. Suruchi Chaube,Psychologist,13 years,₹1000,Ahmedabad
Ms. Archita Pradhan,Psychologist,8 years,₹1000,Ahmedabad
Ms. Himani Soni,Psychologist,2 years,₹500,Ahmedabad
Mr. Demo Doctor,Psychologist,3 years,₹1500,Ahmedabad
Ms. Nupur Gupta,Clinical Psychologist,6 years,₹1000,Ahmedabad
Dr. Dipti Joshi (PhD),Clinical Psychologist,21 years,₹2500,Ahmedabad
Ms. Ankita Gupta,Clinical Psychologist,3 years,₹400,Ahmedabad
Ms. Reena Sharma,Counselling Psychologist,10 years,₹2000,Ahmedabad
Dr. Dipti Joshi (PhD),Counselling Psychologist,21 years,₹2500,Ahmedabad
Ms. Suruchi Chaube,Counselling Psychologist,13 years,₹1000,Ahmedabad
Ms. Himani Soni,Counselling Psychologist,2 years,₹500,Ahmedabad
Dr. Dharmesh V Patel,Psychotherapist,23 years,₹1000,Ahmedabad
Ms. Purnima Gupta,Psychotherapist,17 years,₹2000,Ahmedabad
Ms. Ankita Gupta,Psychotherapist,3 years,₹400,Ahmedabad
Ms. Suruchi Chaube,Psychotherapist,13 years,₹1000,Ahmedabad
Dr. Vinayak V,Psychiatrist,15 years,₹750,Chennai
Dr. Sivabalan Elangovan,Psychiatrist,16 years,₹750,Chennai
Dr. Vasantha Jayaram,Psychiatrist,39 years,₹1000,Chennai
